recent20_density_t0.15,recent20_vw_density_t0.15,recent20_density_t0.1,recent20_vw_density_t0.1,pre20_density_t0.15,pre20_vw_density_t0.15,pre20_density_t0.1,pre20_vw_density_t0.1,pre40_density_t0.15,pre40_vw_density_t0.15,pre40_density_t0.1,pre40_vw_density_t0.1,fuel_return,fuel_drawdown,group,above_price_volume_ratio
0.2,0.11334283482806881,0.15,0.0849620520414871,0.1,0.0545329543026531,0.1,0.0545329543026531,0.1,0.0608476053628628,0.1,0.0608476053628628,0.15140493016980483,-0.1085107128213898,C,0.0787306433671915
0.05,0.03606496218282266,0.0,0.0,0.15,0.13519993162031063,0.05,0.05011134926319956,0.175,0.2376422693312777,0.075,0.1143540134976444,0.025429477259406807,-0.05705630385079319,C,0.0753952954797603
0.1,0.08172010864898996,0.1,0.08172010864898996,0.2,0.2067659238634046,0.15,0.12720433444768603,0.15,0.1419712518189027,0.1,0.08217549865661931,0.24346364613173432,-0.018967489046635477,C,0.0811895006140364
0.2,0.2110903243623665,0.1,0.1293930566320122,0.15,0.14556541509835663,0.05,0.07492779413595993,0.175,0.17169072200566368,0.05,0.058767687975731876,0.17295772700169643,-0.05808640006784649,C,0.0737740592629762
0.1,0.10113895964104738,0.05,0.04125081009720366,0.0,0.0,0.0,0.0,0.1,0.1412584851206691,0.075,0.0800693534374862,0.0849730906000572,-0.02072720533160477,B,0.0802356607549985
0.15,0.13840967325905768,0.1,0.08122077597422889,0.1,0.10773253100232814,0.1,0.10773253100232814,0.15,0.15294639097673146,0.125,0.1316417144485785,0.04268677428963641,-0.05053074247521472,C,0.0680466232580251
0.05,0.042818585131379844,0.05,0.042818585131379844,0.1,0.07358547430452694,0.1,0.07358547430452694,0.125,0.11765063859121906,0.1,0.09918405214404835,0.012771345506105591,-0.21488508191991595,C,0.0817494887313575
0.05,0.050651492824147284,0.05,0.050651492824147284,0.05,0.0506095180851909,0.05,0.0506095180851909,0.025,0.02184627978775514,0.025,0.02184627978775514,-0.02458739394725995,-0.14078816598729593,B,0.0845117459458788
0.15,0.14806739146330994,0.05,0.06285892323295052,0.05,0.06937451536553604,0.05,0.06937451536553604,0.075,0.08617340646735543,0.05,0.052495980941063836,0.03546165155534653,-0.11106721314425738,C,0.0891060160315112
0.2,0.211014048581552,0.15,0.1394207650407634,0.35,0.3234755866460199,0.3,0.2692150259347894,0.225,0.20701741042142158,0.2,0.1789938520200865,0.23780923341462934,-0.10030319941332733,B,0.0821728570428164
0.15,0.12413000387650257,0.15,0.12413000387650257,0.2,0.1663397950189103,0.2,0.1663397950189103,0.15,0.13032369780487452,0.1,0.0831477935395494,0.33020751800176984,-0.11119970101085064,C,0.0826131103614106
0.05,0.030879983356917575,0.05,0.030879983356917575,0.1,0.052376778100968246,0.1,0.052376778100968246,0.125,0.1009096809911991,0.125,0.1009096809911991,0.168552974131696,-0.09634941832681265,C,0.0776625524242152
0.1,0.0696199902744384,0.1,0.0696199902744384,0.05,0.03566472092409868,0.05,0.03566472092409868,0.075,0.06885179718350973,0.05,0.04579217177270875,0.10026407314607289,-0.07058848707175991,C,0.082178599017177
0.15,0.18654742531461013,0.15,0.18654742531461013,0.25,0.25978201722329447,0.25,0.25978201722329447,0.175,0.18541735547276322,0.175,0.18541735547276322,0.11288617474104878,-0.07580203667077079,C,0.0629003205602007
0.2,0.13684792052063205,0.2,0.13684792052063205,0.1,0.10254459461250444,0.1,0.10254459461250444,0.15,0.2395587457592364,0.125,0.21895197615434378,0.20898156777625188,-0.12339510891851013,C,0.0719565918636633
0.0,0.0,0.0,0.0,0.1,0.1203574396855006,0.05,0.06785212121083542,0.075,0.08371527532599143,0.05,0.060946188787408255,0.20450636517612608,-0.10341610964011716,C,0.0861777526653988
0.2,0.16488945968980373,0.05,0.031015698334334853,0.1,0.07558773469496304,0.05,0.03943939152172757,0.125,0.13771270649608744,0.075,0.08497081107936902,-0.019188150977325624,-0.17834790540414813,C,0.0600230331605345
0.05,0.03617077190849418,0.05,0.03617077190849418,0.1,0.0887485411308793,0.1,0.0887485411308793,0.075,0.06801549926039856,0.05,0.05010591308407915,0.1773166163207207,-0.022847868730603405,C,0.071844843647313
0.15,0.14548301467129335,0.15,0.14548301467129335,0.1,0.08387527943269611,0.05,0.03703562709596552,0.125,0.08492375413866979,0.075,0.052026654859285225,0.2479871391016808,-0.1457622132169939,C,0.0603869687593594
0.25,0.18325224535085127,0.15,0.1028619333556752,0.25,0.19741207823172793,0.2,0.15119270848741778,0.15,0.10182278489794605,0.1,0.07064892524329064,0.08980681710347982,-0.03448264757460373,C,0.0735747360170073
0.2,0.19562717840733343,0.15,0.15488729771529317,0.2,0.23799854506416548,0.1,0.09171481138805117,0.15,0.18072576820375996,0.1,0.09101717562624659,0.04685643303106857,-0.09336559055979954,B,0.0890990551989068
0.0,0.0,0.0,0.0,0.05,0.07547975999926053,0.0,0.0,0.075,0.07549173977274501,0.025,0.01897787135402978,0.18880330947123825,-0.05508071884817145,C,0.0622730329372377
0.25,0.1966361538343151,0.1,0.08936918784532141,0.2,0.2004846627180752,0.05,0.049152819709156276,0.2,0.17193447568922288,0.125,0.09263880974143447,-0.10801046269254666,-0.21552885369068286,C,0.0687801677125299
0.2,0.22225901607372134,0.1,0.13523501113296169,0.1,0.09199101834779295,0.05,0.06266992257255298,0.125,0.12801025427465168,0.05,0.07242397598456295,0.30786130988406324,-0.22040000652605185,B,0.0839738785268061
0.3,0.34438206314625525,0.15,0.19164368504538185,0.15,0.1601654881507675,0.1,0.11714975701664285,0.175,0.20653959253009313,0.1,0.10339142602202214,0.048928912649534695,-0.09336559055979954,C,0.0610018174881073
0.05,0.04708169732871518,0.0,0.0,0.15,0.15967997365134695,0.15,0.15967997365134695,0.225,0.24872029445774824,0.15,0.16642756302621228,0.0646184343757612,-0.024682148907220758,C,0.0711230930243084
0.05,0.048255789766745286,0.0,0.0,0.05,0.04375934628299065,0.05,0.04375934628299065,0.075,0.07588089169515769,0.05,0.04691029318020343,0.14502828213807684,-0.09250705845170826,C,0.0676693175740926
0.25,0.3395397347751764,0.1,0.23047148569578216,0.1,0.0960646284325228,0.05,0.052991787250684395,0.075,0.07323874337860393,0.025,0.027430292998636523,0.09652882390714956,-0.15531755876073738,C,0.0625330717067177
0.05,0.07542421887706237,0.05,0.07542421887706237,0.05,0.06741112218622809,0.05,0.06741112218622809,0.175,0.14941472155243854,0.15,0.12964066506826122,0.09893198668266812,-0.07283185083189214,B,0.0774271136191937
0.1,0.1010790434673658,0.0,0.0,0.25,0.25046796456999953,0.05,0.04142769819905884,0.15,0.16869797971443823,0.025,0.024111017764409368,0.1473820516941311,-0.22180534634525018,C,0.0639120274050753
0.1,0.09262637122898448,0.1,0.09262637122898448,0.1,0.11700056336257673,0.05,0.04284197548779697,0.075,0.08329676944677866,0.025,0.022473991692324016,-0.03592441229140275,-0.1192938301820089,C,0.0631625112312243
0.15,0.11149045783969988,0.05,0.026869162859002274,0.05,0.05123066408532223,0.0,0.0,0.1,0.09626821843504449,0.025,0.02171478406250912,-0.03836787677252329,-0.14167763433165437,C,0.0785355910791977
0.05,0.09973574293536458,0.05,0.09973574293536458,0.0,0.0,0.0,0.0,0.025,0.027344671941767085,0.0,0.0,0.06642064410915238,-0.17444939907685697,C,0.0821969038882458
0.25,0.28962383509138073,0.2,0.22967888809698425,0.1,0.07995818097209278,0.1,0.07995818097209278,0.075,0.0651502826123861,0.075,0.0651502826123861,0.10020297795197353,-0.254013449618263,C,0.0712427523384035
0.2,0.2025337001228872,0.05,0.05253403617582877,0.1,0.12059019759511022,0.0,0.0,0.1,0.1273104028818825,0.025,0.01725531614963406,0.032064073976632246,-0.2614253572653972,C,0.0653890962668601
0.15,0.16549720633743598,0.15,0.16549720633743598,0.1,0.10532350697166536,0.1,0.10532350697166536,0.125,0.12016658382571556,0.125,0.12016658382571556,0.040732777683753385,-0.11226052380652385,C,0.0602450632768859
0.15,0.18458517805582292,0.05,0.03260879050368944,0.1,0.11842246597741653,0.05,0.04514861606113349,0.1,0.12225060828700894,0.05,0.06092907868211833,0.17525945353649264,-0.09786224344727534,C,0.0754007188406396
0.15,0.12466968877220615,0.05,0.051846517660512764,0.15,0.11241254610164586,0.1,0.07899104320794241,0.1,0.07996653532388942,0.075,0.061287327290195134,0.047985164178526274,-0.10796684104153553,C,0.0636019274575589
0.05,0.05170071295462231,0.0,0.0,0.1,0.10855726107013933,0.0,0.0,0.1,0.09706174229764647,0.025,0.01910241787732631,0.07010749339608702,-0.09210671255529534,C,0.0870571114059829
0.1,0.07251047194039742,0.05,0.03694717761134877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06782575821447678,-0.20564047566551136,C,0.0703559233008243
0.05,0.0495090621898842,0.05,0.0495090621898842,0.1,0.06176312408670946,0.05,0.0239444742582745,0.1,0.0673335997828561,0.05,0.024024969059482988,0.17883852308544013,-0.1478961886150013,C,0.0797064128728471
0.1,0.08302258969723698,0.1,0.08302258969723698,0.1,0.10430768758409169,0.1,0.10430768758409169,0.1,0.09967040861425681,0.075,0.0806983211912489,0.35990062981254867,-0.07447101498159103,C,0.0639271767362354
0.2,0.17820767181322408,0.15,0.13550979627185564,0.25,0.24797561003001767,0.2,0.20702302958260638,0.175,0.1537584534740394,0.15,0.13480947705874585,0.23854357962099937,-0.09518718167726947,C,0.0775634323106646
0.2,0.1818908176081348,0.0,0.0,0.2,0.2126948380302983,0.05,0.053734113206760296,0.125,0.10537196276523772,0.05,0.04360678742820382,0.04188950479274922,-0.08619542195339946,C,0.0720532163412019
0.15,0.11255183882326705,0.1,0.07395931767934776,0.15,0.13732792524722634,0.05,0.0442433487894976,0.2,0.17781698440282245,0.075,0.05616130297179909,0.038734406776432584,-0.03132744562388623,C,0.089133444821504
0.3,0.3677255283398082,0.15,0.16079182475934042,0.25,0.2910657941739633,0.15,0.14465448898414787,0.175,0.2068388017155471,0.125,0.12403221133295309,-0.09537113033045275,-0.13921331893735167,C,0.0718884955539608
0.15,0.1420285303743156,0.05,0.049804593334411756,0.1,0.08212155562979284,0.0,0.0,0.075,0.07040253966204697,0.025,0.030051514840631365,0.06729708975517235,-0.033840415118054024,C,0.0738009071221551
0.05,0.04591885432468604,0.05,0.04591885432468604,0.15,0.14573012303618116,0.1,0.11391660680847045,0.125,0.10965825679283772,0.1,0.09675939728273306,0.044612902699938894,-0.13936424318636953,C,0.0746397700753656
0.1,0.10300646643623612,0.1,0.10300646643623612,0.15,0.12085783134628236,0.1,0.08939226062330347,0.075,0.0625636668499671,0.05,0.046275094880509154,0.08906201475467523,-0.11653703926836179,C,0.0869280000624017
0.1,0.16351513709629453,0.05,0.12752810325343483,0.1,0.15446012065161643,0.1,0.15446012065161643,0.075,0.10151841603545678,0.075,0.10151841603545678,0.12993639321247286,-0.06629732695471313,C,0.0762355182916438
0.05,0.03251387112617497,0.05,0.03251387112617497,0.15,0.17484708339549457,0.15,0.17484708339549457,0.1,0.12842048663244587,0.1,0.12842048663244587,0.22462054980057822,-0.0599508838849121,C,0.0806817375421535
0.1,0.11600977291236576,0.0,0.0,0.1,0.12671934555173445,0.1,0.12671934555173445,0.075,0.08308903428745001,0.075,0.08308903428745001,0.18519280741176214,-0.10760298021230508,C,0.0892417482559607
0.15,0.11105514693160365,0.1,0.06618939047318782,0.1,0.07371043906359892,0.05,0.026814025921832612,0.175,0.18941332882947257,0.1,0.10647300065392594,0.10472142504922499,-0.0499364650513896,B,0.0626542498930534
0.25,0.22670878466190997,0.15,0.14958595704662941,0.15,0.10950066450297377,0.05,0.05121794126610595,0.175,0.1510616789123929,0.125,0.10984671920442401,1.1859190480409239,-0.06988180543009759,C,0.0887979711613698
0.15,0.13432498207174354,0.1,0.08384206350417309,0.05,0.04978018241399129,0.0,0.0,0.05,0.04257071042392293,0.0,0.0,0.004239142391752937,-0.03813995273924786,C,0.0736355912234595
0.05,0.03777484791389587,0.0,0.0,0.1,0.07735077359751084,0.0,0.0,0.175,0.14424171935265817,0.075,0.058241480774583486,0.21703099683922544,-0.07234020990241063,C,0.0677951388769091
0.1,0.07531094725659478,0.1,0.07531094725659478,0.1,0.11529248257978691,0.1,0.11529248257978691,0.075,0.07754275600997632,0.075,0.07754275600997632,0.18630128759404463,-0.05753406880701406,C,0.0894685341735209
0.2,0.23016959603974058,0.15,0.18459955412584517,0.1,0.13035487662511802,0.05,0.0882132150843252,0.075,0.08996277077359965,0.05,0.07184053166970765,0.062188984582947304,-0.09618669890265097,C,0.082095592174375
0.1,0.13301253785328698,0.05,0.07268576368618351,0.1,0.05461928023016483,0.05,0.03505190486071775,0.125,0.10106441508520456,0.1,0.09253295578752778,0.053703793003214484,-0.06702817287644047,C,0.0826534874242541
0.15,0.17746446781527211,0.15,0.17746446781527211,0.25,0.27803155351007514,0.2,0.1742380427279342,0.2,0.21086357921726376,0.15,0.13989036218256642,0.04376561260160505,-0.12633143077417208,B,0.0754029789530313
0.1,0.09689948618673871,0.1,0.09689948618673871,0.15,0.15371623350554134,0.1,0.10247179876035722,0.1,0.09947887310951127,0.075,0.07530158704858411,0.12724274816620618,-0.06798576853510352,C,0.0896178851732961
0.0,0.0,0.0,0.0,0.25,0.19990368653985544,0.2,0.16321453168821157,0.2,0.1432420039799755,0.15,0.10524448443174382,0.7531009277338583,-0.06710900382805363,C,0.0778306893783138
0.15,0.16604079678286696,0.15,0.16604079678286696,0.05,0.05597165903744298,0.05,0.05597165903744298,0.15,0.14868053226989333,0.05,0.05611642372872239,0.11370752376404214,-0.09077832573352507,B,0.0875701254586131
0.2,0.2139342913968686,0.1,0.07171270057274454,0.25,0.2380276417184039,0.2,0.15579664929959755,0.225,0.2210734479547658,0.15,0.12877151551805238,0.0920804200034877,-0.07340411308194805,C,0.0714377700631026
0.1,0.0794251037558265,0.1,0.0794251037558265,0.15,0.14396699607135197,0.05,0.04931685901500114,0.1,0.09529169189116131,0.05,0.04806787760363136,-0.00352300399358485,-0.06971274088073709,C,0.0690911901004858
0.05,0.05372563218157299,0.05,0.05372563218157299,0.05,0.04409376147136766,0.05,0.04409376147136766,0.075,0.07472190516099682,0.05,0.05430211527509757,0.17794198561847363,-0.04136661764616334,C,0.0837269474467024
0.15,0.1313590223348459,0.1,0.0995427323354352,0.05,0.06581935158319667,0.05,0.06581935158319667,0.05,0.045152029066663414,0.05,0.045152029066663414,0.06766385358884963,-0.04265102679467547,C,0.079952589833023
0.15,0.14069936632472035,0.1,0.08242728260909749,0.15,0.10923343305365975,0.05,0.021761231422822096,0.125,0.10765638396551357,0.075,0.062111000654043486,-0.009406161637527166,-0.17336777004982773,C,0.0642981822562766
0.05,0.05165114468035042,0.05,0.05165114468035042,0.05,0.06076384311864526,0.05,0.06076384311864526,0.075,0.12943910152663932,0.075,0.12943910152663932,0.02753589324436212,-0.0779716112271659,C,0.0828893274132544
0.1,0.0977283725388961,0.1,0.0977283725388961,0.1,0.05986846388034782,0.1,0.05986846388034782,0.125,0.10141886884732988,0.125,0.10141886884732988,0.18207730816369105,-0.09418976957066971,C,0.0705847067310437
0.15,0.1460746158963712,0.1,0.09754562208489774,0.05,0.05675092344945426,0.05,0.05675092344945426,0.075,0.06461172046132167,0.05,0.04991438351968312,0.05242238280903,-0.051486963861767654,C,0.0654400873903066
0.15,0.13083602984877502,0.15,0.13083602984877502,0.1,0.08695192198642786,0.1,0.08695192198642786,0.125,0.1700745003551443,0.075,0.11616540805706754,-0.1821174951893556,-0.34983785395732736,B,0.0698108252735056
0.1,0.13015075588672867,0.05,0.04286027369547901,0.05,0.07631281484804486,0.0,0.0,0.1,0.1462597784410004,0.05,0.08373874815396054,0.2755625211269501,-0.1573881053854297,C,0.0734224157720483
0.15,0.12738464817916692,0.05,0.038703652812013566,0.05,0.043014361475631945,0.05,0.043014361475631945,0.125,0.11867322505318488,0.1,0.09474364609937365,0.07339182129251665,-0.028522687005145042,C,0.0778053938760553
0.15,0.12819475374442954,0.1,0.08207645376908253,0.15,0.10713954470974989,0.1,0.07692684233848944,0.175,0.16879067608224047,0.1,0.10131324042745038,0.11872730593851566,-0.03660816353481433,C,0.0628555752642752
0.15,0.1535017803973084,0.15,0.1535017803973084,0.1,0.10260788966630857,0.05,0.046998848698843784,0.05,0.052415473519908995,0.025,0.02400855253384417,0.054588675144527476,-0.02275247519384216,C,0.066192644081187
0.15,0.1499769934289097,0.15,0.1499769934289097,0.2,0.270538422180532,0.15,0.23091867682063222,0.15,0.1890757584696541,0.125,0.16733631845451827,0.08310284805467227,-0.09621013419532709,C,0.0819769286488233
0.15,0.09120364545722465,0.15,0.09120364545722465,0.05,0.024009446892857896,0.05,0.024009446892857896,0.05,0.026856947644262615,0.05,0.026856947644262615,0.20072996528836384,-0.07631565098217208,C,0.0854153462755214
0.3,0.3276072951485754,0.15,0.15321096562143083,0.15,0.19260051378830217,0.05,0.06289714475002646,0.1,0.09131045521193602,0.05,0.03850049808043159,0.0066057602179505626,-0.08234427568049985,C,0.0837246125438401
0.05,0.034073555026048016,0.05,0.034073555026048016,0.15,0.18650064201596267,0.1,0.11965599865389362,0.1,0.09883717998976303,0.075,0.06982898323151777,0.04980733638814483,-0.11767432073598616,B,0.0661286477811798
0.1,0.13769313989444307,0.05,0.09182303463878108,0.1,0.08392715466694493,0.1,0.08392715466694493,0.075,0.054592389353431664,0.075,0.054592389353431664,0.14822462536976633,-0.062158730281784424,C,0.0847183855819772
0.15,0.16099922277533293,0.0,0.0,0.1,0.07561402362708577,0.0,0.0,0.1,0.06820074581063311,0.025,0.022488970777602844,-0.030639884173210508,-0.12753437434016912,C,0.0624693240358349
0.2,0.21518799960525017,0.15,0.16132215724413684,0.1,0.07785916311188104,0.1,0.07785916311188104,0.1,0.08751445915782582,0.075,0.06370835920468222,0.047934988461211026,-0.041301220672864014,C,0.0659916285942526
0.2,0.20399342226380493,0.2,0.20399342226380493,0.3,0.31302310626893776,0.3,0.31302310626893776,0.15,0.1676339134840768,0.15,0.1676339134840768,-0.016020181333900485,-0.07163995578859528,C,0.0846448735770296
0.15,0.17916268829829826,0.1,0.1186736397946692,0.2,0.196937273074931,0.15,0.1430462806913011,0.125,0.1341179366787225,0.1,0.10372505270794172,0.1112173846193194,-0.0822583797390315,C,0.0629308555855457
0.25,0.23986605184256085,0.15,0.1411325336736347,0.2,0.21920702518900004,0.15,0.17260946016621231,0.25,0.25196241984524415,0.175,0.18481866174370273,-0.07861056521443255,-0.09591334655956263,C,0.0763719519249092
0.2,0.3442670260373742,0.0,0.0,0.1,0.0928974524991407,0.1,0.0928974524991407,0.075,0.06332811182070129,0.05,0.04481214604169177,0.22730771722519116,-0.05533351870920944,C,0.0758611552144082
0.25,0.24363821926630036,0.25,0.24363821926630036,0.15,0.12385584671756607,0.1,0.08941368313434202,0.15,0.1256049903279793,0.075,0.0684831228672651,0.030075455686123576,-0.07868520888982888,C,0.0605984877551646
0.15,0.08148786534640469,0.1,0.047231426881494426,0.3,0.32788712791734437,0.2,0.16041602523529325,0.15,0.2019523123699792,0.1,0.09880347375403853,0.09654308430284786,-0.0515058782265565,B,0.0731039908067607
0.05,0.04108829914759288,0.05,0.04108829914759288,0.2,0.1721571534163327,0.2,0.1721571534163327,0.2,0.18351017437376957,0.2,0.18351017437376957,0.11895647035880397,-0.02022737296705135,C,0.0651894495576831
0.25,0.2282361308677098,0.2,0.19379283589809906,0.2,0.18451305146514177,0.1,0.11373160959839873,0.15,0.11960699835945252,0.1,0.08943369535776986,0.16019172994513808,-0.05021959847153812,C,0.0723040345024605
0.05,0.05422500729595642,0.0,0.0,0.1,0.07881489729787754,0.1,0.07881489729787754,0.125,0.10182816103897874,0.1,0.07881676739836263,0.11654181981503386,-0.03612414625007676,B,0.0625339725938386
0.05,0.03397615938411297,0.05,0.03397615938411297,0.15,0.1146159892756741,0.1,0.07253172063254541,0.15,0.1274481560173644,0.075,0.061653306139828314,0.004586587098003747,-0.08791201056098497,C,0.0708252429430882
0.15,0.18322195433730845,0.1,0.12581188006666558,0.05,0.036915255396211544,0.05,0.036915255396211544,0.1,0.13720816121694698,0.1,0.13720816121694698,-0.013852303419851109,-0.05496140786663095,C,0.074906222205035
0.15,0.18637123938446395,0.05,0.10000383760566886,0.25,0.274174724961001,0.1,0.15235906892676687,0.175,0.19628490431471604,0.075,0.09907962916327544,0.05455058765261933,-0.04316521551979868,C,0.0714331705496458
0.1,0.0642255685255224,0.05,0.03795914191194025,0.0,0.0,0.0,0.0,0.1,0.08960928301674927,0.1,0.08960928301674927,0.14134815726041539,-0.1543942827867073,C,0.0737709587490203
0.15,0.1246862433026765,0.15,0.1246862433026765,0.15,0.13142961789516416,0.15,0.13142961789516416,0.125,0.1225748839049343,0.075,0.05901240417413225,-0.12086323559639434,-0.18530101738005889,C,0.0659319174671882
0.3,0.2983538606240969,0.1,0.09800062902225612,0.05,0.053010856758121526,0.05,0.053010856758121526,0.05,0.0700701176746675,0.025,0.023142773500117633,-0.023281905907717837,-0.10470211145305885,C,0.06744507988259
0.1,0.10314986621555591,0.05,0.04287099174661315,0.15,0.1690492659152152,0.1,0.08584702615734713,0.15,0.17139761251909902,0.075,0.06198239167025341,0.051054547581440346,-0.1608340962308894,C,0.0889352236370999
0.05,0.043406811647444636,0.05,0.043406811647444636,0.15,0.12044575616341405,0.1,0.07476251545152218,0.125,0.08827042519082971,0.075,0.04104492505332021,0.2274862787119667,-0.1013523906713022,C,0.0624683280904285
0.1,0.0985702717699259,0.1,0.0985702717699259,0.25,0.2295664763539689,0.15,0.12100172642722862,0.15,0.14405216923055086,0.1,0.089821988007127,0.014653892405099178,-0.10387620019059962,C,0.0793300004180517
0.2,0.15513249570849502,0.1,0.07509172040063664,0.15,0.123889577609134,0.05,0.036723838601932006,0.075,0.05006932800641129,0.025,0.014841748241452377,0.11578389210608342,-0.0852038577814408,C,0.0647784419283544
0.1,0.0747131273712257,0.1,0.0747131273712257,0.05,0.042813410385064796,0.05,0.042813410385064796,0.075,0.06341355604148319,0.05,0.04701628899373912,0.24899891576827993,-0.09540659368942683,B,0.0706993740340907
0.05,0.013138751492658774,0.05,0.013138751492658774,0.15,0.1101535917815554,0.15,0.1101535917815554,0.125,0.10811704345491396,0.1,0.08946965741367356,0.240451928798731,-0.03787330489867835,C,0.0875551776452964
0.05,0.0422903337155231,0.05,0.0422903337155231,0.1,0.09706298761268378,0.1,0.09706298761268378,0.075,0.07155193655700308,0.075,0.07155193655700308,-0.11412367067341345,-0.21888167657698088,C,0.0783630514940474
0.2,0.1519806622071702,0.1,0.07483497447997087,0.15,0.10882573316389041,0.05,0.040686892384796544,0.1,0.07093197078453144,0.025,0.01689656434835214,-0.009719609581032684,-0.19591023904188054,C,0.0809438469437898
0.1,0.08891365011305295,0.05,0.045925319955039214,0.2,0.2328218322243265,0.15,0.19425166010315686,0.125,0.1381549945069047,0.1,0.1192002876071321,-0.07695209214311904,-0.14474384882419544,C,0.0878200362927912
0.1,0.06976806146623174,0.1,0.06976806146623174,0.1,0.06638046210985908,0.1,0.06638046210985908,0.125,0.11115244944020211,0.075,0.05668391340210603,0.2194026090750012,-0.2906936381117361,C,0.0693990202629344
0.0,0.0,0.0,0.0,0.05,0.025999498846482852,0.05,0.025999498846482852,0.05,0.03627567916947086,0.05,0.03627567916947086,0.1490586734776953,-0.0792478606712117,C,0.0700309384005534
0.15,0.13835296567450728,0.1,0.08832480312196801,0.05,0.05370941748717906,0.0,0.0,0.1,0.08984717868594339,0.075,0.0662823533752658,0.12382165284412738,-0.14141561318015416,C,0.0862216581897894
0.1,0.08397781536252415,0.05,0.04697852369043661,0.2,0.18873323728689284,0.1,0.11291533975272336,0.175,0.1498107981427678,0.125,0.11856921913608978,0.038292507125030406,-0.036878770699670826,C,0.0796804461413147
0.15,0.1472228899302771,0.05,0.04751906867844149,0.15,0.13454916834656258,0.1,0.0988526838770446,0.2,0.17137795035931347,0.15,0.13279580485898188,-0.059092995933358594,-0.06938019908496762,C,0.0715407390765039
0.1,0.07354371144551657,0.1,0.07354371144551657,0.2,0.1474744794389324,0.15,0.11194179162697392,0.175,0.15809338971026332,0.125,0.09600445016369477,0.05609446512615013,-0.03369431052875116,B,0.0790995035388182
0.25,0.23163026375251305,0.2,0.1856521615263986,0.2,0.1964534013483712,0.15,0.14727989927119364,0.175,0.14914769486486537,0.125,0.11083677849134413,0.4177407541498732,-0.02936093036213283,C,0.0671714247723091
0.2,0.14431583346273172,0.1,0.08904727018067486,0.35,0.3268326101063583,0.2,0.2078435557636399,0.2,0.17136326479839353,0.125,0.12017826784899804,0.1520598351317881,-0.041332155343900556,C,0.0779060711014009
0.2,0.19620329513348783,0.1,0.10362422356962213,0.1,0.09390470994294932,0.05,0.04882043861417846,0.1,0.07691189038987306,0.05,0.03825011298398536,0.3346277607652206,-0.07719299087913423,C,0.0644989930220429
0.25,0.25539626953973976,0.2,0.21106308603552718,0.25,0.24538453120146447,0.15,0.14032211648119305,0.2,0.19649820950501368,0.125,0.11867612916979955,0.0840600288798734,-0.022853050539369812,C,0.0810338351828935
0.25,0.2685923995529723,0.15,0.15861024487292733,0.2,0.2523021412865428,0.15,0.16981612384339537,0.15,0.15936971599742966,0.125,0.11984570822980777,0.08207954082893543,-0.04507633714778769,B,0.0609824228273962
